address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
Badrinath Road Tapovan Rishikesh,Tapovan,Rishikesh,70,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Fax Machine|Kitchen available (home cook food on request)| Bike on Rent|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Room Service|Trekking|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Stamps and Mailing Facility,30.131591,Tapovan,78.3241469,HTLGBO1000063480,Bhagirathi Palace,Hotel,Rishikesh,15,Semi Deluxe AC Rooms,24,3.1,Uttarakhand,cbdfaf2d8dbe6f02bed23b2ac1943fbe
"Behind sardar petrol pump, kampoo, lashkar gwalior",Lashkar,Gwalior,91,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Front Desk|24 Hour Front Desk|Parking Facility,26.1973344,Lashkar,78.1684973,HTLGBO1000091722,Arihant Guest House.,Hotel,Gwalior,12,Cooler Room,12,2.7,Madhya Pradesh,3f4334033fd31e3c619bbc772cbebbe8
"Small Vagator Beach, Vagator Bardez Goa",Anjuna Area,Goa,63,"The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AS PER GOVERNMENT DIRECTIVES IT IS MANDATORY FOR ALL GUEST TO SHOW THEIR PHOTO ID AT CHECK IN, WHICH CAN BE IN FORM OF PASSPORT AND VISA COPY/ DRIVING LICENSE/ VOTER ID CARD FAILING WHICH THE HOTEL RESERVES THE RIGHT OF REFUSAL.","Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Laundry Service Available|Night Club|Non Smoking Rooms|Front Desk|Locker Facility|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Wake-up Call / Service|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veranda|Open Air Restaurant / Dining | Bike on Rent|Car Rental|Taxi Services|Newspapers In Lobby|Baggage Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Fire Safety",15.59454069,Anjuna Area,73.7343353,HTLGBO1000053908,Antares Beach Resort,Resort,Goa,10,Ocean Classic,11,3.9,Goa,cccf6365a9509be0bc7920bfa0280c5b
"MI Road, Opp Om Towers, next to ICICI Bank ATM",M I Road,Jaipur,93,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Children under the age of 15 years are not allowed in dormitories even if accompanied by parents.  Advance payment is mandatory. No pet policy.,Doctor on Call|Dry Cleaning|Games Zone|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Audio - Visual Equipment|Wake-up Call / Service|Coffee Shop / Cafe|Smoking Rooms|Veranda| Bike on Rent|Car Rental|Express Laundry|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Recreation Zone,26.91822023,M I Road,75.79978475,HTLGBO1000050440,Backpacker Panda Jaipur,Hostel,Jaipur,41,AC Private Ensuite,60,4.4,Rajasthan,78f7b01980174f6dea0077e86ff1be64
"A-23, Sector 51, Near Community Center, Noida",Sector 51,Noida,0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried Couples (Fiancee, Girlfriend) are not allowed. Guest with local id proofs won't be entertained..  24 hours check in available.  Photo ID Proof of each and every person is mandatory at the time of check in.",Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Suitable For Children|Car Rental|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Full Time Operation for All 7 Days|Security at All Hotel Entrances,28.54114279,Sector 51,77.38282847,HTLGBO1000057558,Avasa Hotel,Hotel,Noida,5,Standard Room,2,1.3,Uttar Pradesh,a6a457343e62227c29ecfff9db53d42a
"Udaipur Jhadol Road,  Near Nai Gaon, Udaipur",Lake Pichola Area,Udaipur,79,The standard check-in time is 01:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly *There is a mandatory gala dinner charges on 31st Dec15 which is directly payable to the hotel by guest at the time of check in: New year: Rs2500 plus taxes/person :-delay in check out will be on 50% chargeable basis (on the basis of availability).,Swimming Pool|Bar / Lounge |Doctor on Call|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,24.54432478,Lake Pichola Area,73.64417642,HTLGBO1000025468,Araliayas Resort,Resort,Udaipur,17,Executive Garden Room,145,4.2,Rajasthan,9e04643da8560c880e964a6c49f2bec6
"Anjuna German Bakery Road , next to German bakery and curlies shack,Anjuna, Goa",Anjuna Area,Goa,100,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Photo identity is mandatory for all the guest who crossed their minority Pan card is not valid as photo identity pets not allowed Swimming costumes is mandatory for entering swimming pool,Swimming Pool|Parking Facilities Available|Power Backup|Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service|Suites,15.2993265,Anjuna Area,74.123996,HTLGBO1000061066,Bay Luxe,Hotel,Goa,10,Deluxe,2,4,Goa,bb0c47c33a7db591fbacb7add085fca0
"Mandarmani, East Medinipur",Purba Medinipur,Mandarmani,100,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call,21.659977,Purba Medinipur,87.6908123,HTLGBO1000048098,Arya Beach Resort Mandarmani,Resort,Mandarmani,22,AC Double Bed Room,3,3.5,West Bengal,1b1f387eecb3920313c074abf8a5c9de
"N.H.Road, Central Munnar",Main Town,Munnar,72,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **** Supplement Charges to be paid directly at the hotel at the time of Check in **** Mandatory Peak Season  hike of Rs.1000 per room applicable on room rates on and (18th Oct to 5th Nov) and (Dec 20 - Jan 5),paid directly to the hotel Mandatory Christmas and  New year Gala Dinner supplementary  charge of Rs. 1250 per head in Dec 24th and Dec 31st,Paid directly to the hotel  Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Compulsory Charges to be Paid !! There will be season hike for Oct/Nov/Dec Rs.1000 per Room/Per night will be payable directly at the hotel at the  time of check-in",Banquet Facilities|Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Multi Lingual Staff|Conference Facility |Express Laundry|Food Facility|Newspapers In Lobby|Baggage Room|Parking Facility,10.0866509,Main Town,77.0610071,HTLGBO1000003306,Bellmount Resorts,Resort,Munnar,30,Deluxe Room,80,4.2,Kerala,53ac472d7ce902537ca169b31601161c
"Bagmane Estate, Mallandor P.O 15",Mallandur,Chikmagalur,0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion. Rights of Admission reserved.",Doctor on Call|Gardens|Nature Walk|Veranda|Transfers Available|Village Visit ( Chargeable )|Taxi Services|Newspapers In Lobby|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility,13.3685736,Mallandur,75.6571751,HTLGBO1000029024,Bean Stalk Bagmane Homestay,Homestay,Chikmagalur,3,Home stay Deluxe Room,0,0,Karnataka,f1f5f13382a4e2235b6357323832dfa7
"No.4, E-Road, (Near Omni Bus Stand) Koyambedu",Koyambedu,Chennai,78,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  NOTE: Valid govt. issued PHOTO ID DRIVING LICENCE, PASSPORT, VOTER ID IS MANDATORY AT THE TIME OF CHECK IN AT THE HOTEL. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly.",Air-Conditioning - Central|Internet Access Free|Room Service (24 Hours),13.0694273,Koyambedu,80.1980712,HTLGBO1000006973,Balaji Residency,Hotel,Chennai,11,Deluxe,50,3.4,Tamil Nadu,3a44cedbdfae317ba2c2fce56b62af0d
"Near Nehru Enclave , Bari Jugallie Gomti Nagar,","Gomti Nagar,",Lucknow,44,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly * All guests need to produce their valid photo and address ID proof at the time of check-in, without ID proof hotel will not allow check-in. Kindly note that PAN Card is not accepted as a proof of address. *Unmarried couples are not allowed .",Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Outdoor Parking - Secured|Parking Facility|Room Service,26.8619743,"Gomti Nagar,",80.97840852,HTLGBO1000063092,Aryan Hotel,Hotel,Lucknow,40,Deluxe,9,2.7,Uttar Pradesh,e3562a590f21a0bd0040b3669e345587
"31/1, South Tukoganj  Indore",Tukoganj,Indore,84,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to the Hotel Policy only marriage couples are allowed with valid ID Proof in Best Western Plus O2. Local I.D.'s are not acceptable. Unmarried Couples are not allowed. Pan Card is not considered as Valid I.D. Proof.,Swimming Pool|Bar / Lounge |Business Center |Currency Exchange|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Fax Machine|Board Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,22.71761108,Tukoganj,75.87462344,HTLGBO1000009872,Best Western Plus O2,Hotel,Indore,50,Standard Room,417,4.5,Madhya Pradesh,34fa44f6a9f49a1856f6f5ed6922c833
